3G,4G,WiFi,Bluetooth,Dual SIM,Touch Screen,Front Camera (in MP),Primary Camera (in MP),Memory (in GB),RAM(in MB),Processor Performance,Battery Power(in mAh),Talk Time (in hrs),Mobile Weight (in g),Screen Height,Screen Width,Price Range
1,0,1,0,1,1,0,0,55,609,13.0,1577,20,109,6,0,0
1,0,1,1,1,0,5,6,14,263,2.5,1153,14,135,19,10,0
1,0,1,1,0,1,0,5,35,2141,4.8999999999999995,651,19,113,13,4,1
0,0,0,1,1,1,1,7,25,1270,9.2,1186,17,88,18,9,1
1,0,1,1,0,1,6,7,33,403,12.5,1429,18,121,11,6,0
1,1,0,0,0,0,4,12,10,2040,7.2,556,2,135,13,12,1
1,1,1,1,0,0,5,8,21,2597,8.100000000000001,1735,8,126,16,12,2
1,1,1,0,0,0,8,16,42,714,1.4,1859,16,127,19,7,0
0,0,1,0,0,1,3,5,10,423,2.6,915,14,188,13,3,0
0,0,1,0,0,0,5,10,9,1238,0.5,890,17,113,6,2,0
0,0,0,0,0,0,13,18,48,926,8.399999999999999,758,18,101,9,5,0
1,1,0,0,0,1,0,4,28,2704,14.700000000000001,541,5,156,14,0,2
1,1,1,0,1,1,6,17,33,2817,23.2,586,5,195,5,2,2
1,1,0,1,1,1,11,14,39,2271,0.6,762,8,164,12,7,1
1,1,0,0,1,0,0,3,9,1513,3.5,683,19,186,6,5,1
1,0,1,0,1,0,10,20,39,339,2.0999999999999996,1526,19,125,10,9,0
1,0,1,1,0,1,6,9,39,794,4.8,1771,16,188,9,1,0
0,0,1,0,0,0,5,16,28,391,9.1,639,12,113,6,2,0
1,1,0,1,0,1,7,8,23,541,1.8,1783,11,137,9,5,0
1,1,0,0,0,1,16,20,55,648,6.0,1933,13,166,10,7,0
1,1,0,0,1,1,3,5,62,3386,1.3,1384,2,153,19,1,3
0,0,0,0,0,0,12,17,26,1651,2.6,1770,14,80,18,6,1
1,0,1,0,0,1,2,8,49,1177,0.8,1202,7,131,15,13,0
0,0,1,0,1,0,2,8,3,2887,3.5,885,13,163,5,1,2
1,1,0,1,0,1,2,19,2,2178,13.799999999999999,1629,18,86,19,10,2
1,1,1,1,1,0,6,12,4,2878,0.5,1072,13,92,7,5,2
1,0,0,1,1,1,0,1,64,3201,12.5,1863,19,89,5,4,3
0,0,1,0,1,1,1,15,51,1490,9.2,1739,9,140,5,1,1
0,0,0,1,0,0,2,3,23,2724,12.5,895,7,98,16,14,2
0,0,1,1,1,0,0,7,56,3032,2.8,1278,6,179,9,5,2
1,1,0,1,1,1,1,17,43,3352,6.6000000000000005,562,17,141,13,12,2
0,0,0,1,1,0,0,10,38,3195,10.5,1249,17,193,19,7,3
1,1,0,0,0,1,18,19,25,1677,7.199999999999999,1811,2,185,10,6,1
1,1,1,1,1,1,1,19,12,2620,14.5,560,16,161,13,0,2
1,1,1,1,0,0,14,20,61,1061,3.5,1773,15,141,17,4,1
1,0,1,1,0,1,5,10,11,1018,6.300000000000001,1715,8,100,16,5,1
1,1,1,0,1,1,0,1,26,1370,2.5,725,9,176,7,6,0
1,1,1,1,0,0,5,9,41,2094,13.200000000000001,800,6,103,17,16,1
1,1,0,0,0,0,6,12,43,2790,1.5,1300,19,156,15,4,2
1,0,1,0,0,1,0,0,48,1485,4.0,1001,11,98,10,2,1
0,0,1,0,1,0,13,17,64,2807,5.2,500,7,134,19,7,2
1,1,0,1,1,0,4,7,52,3528,7.5,1378,7,184,5,1,3
1,1,0,1,0,0,1,20,24,3391,19.2,951,7,147,19,4,3
0,0,1,1,1,0,1,2,48,1073,3.0,1038,2,99,5,4,0
1,0,0,1,1,0,1,5,20,2811,7.199999999999999,987,17,108,7,4,2
1,1,1,0,0,1,6,7,21,778,3.5,1698,3,196,7,3,0
0,0,1,1,1,0,14,17,11,3628,3.6,1762,10,107,9,3,3
0,0,0,0,0,0,6,13,16,2637,7.199999999999999,785,16,135,12,8,2
1,0,0,0,1,1,2,18,59,2892,7.199999999999999,1851,5,151,10,0,3
0,0,1,0,1,0,2,13,62,2805,1.5,1698,19,189,11,2,3
0,0,0,0,0,1,0,1,4,804,22.4,1976,14,93,5,1,0
1,1,1,1,0,1,4,11,53,361,2.0,1649,19,162,12,7,0
1,0,0,1,1,0,4,6,4,1453,18.2,1157,9,149,17,10,1
1,1,0,0,0,1,1,2,54,359,2.5,1702,5,131,13,12,0
0,0,1,1,0,1,0,5,54,3886,1.2,1040,20,199,15,5,3
1,1,1,1,1,1,2,11,29,557,12.600000000000001,790,2,106,11,2,0
0,0,0,0,0,1,2,3,58,2005,11.6,1429,9,128,15,1,1
1,0,0,1,0,0,14,20,56,630,24.0,739,11,103,17,2,0
1,1,1,1,1,0,6,8,44,2741,11.200000000000001,1364,18,174,9,3,2
0,0,1,0,1,0,0,7,45,2214,22.4,1580,19,196,12,9,2
1,0,1,1,1,1,0,0,49,1387,2.2,1384,13,189,13,3,1
1,0,0,0,1,0,2,5,57,3148,17.4,1037,9,83,16,13,3
0,0,1,0,0,1,12,14,43,853,1.5,1519,7,183,5,0,0
1,0,0,0,0,1,15,16,20,3614,0.5,989,10,153,17,5,3
0,0,1,1,1,0,3,18,41,1006,1.5,1040,18,116,12,7,0
1,1,0,1,0,0,3,7,9,3959,7.0,1240,15,93,14,9,3
1,1,0,1,0,1,15,16,7,1743,2.0,1273,13,143,12,7,1
1,0,0,0,0,0,8,9,28,2192,2.0,1784,2,171,15,13,2
1,1,1,1,1,0,7,19,51,329,9.799999999999999,1169,13,177,14,6,0
1,1,1,1,0,1,1,6,27,502,2.4,703,11,138,12,4,0
1,1,1,1,0,1,5,9,15,3000,5.0,959,15,119,15,0,2
1,1,1,1,1,1,1,8,63,1413,18.0,1292,10,157,13,2,1
0,0,0,1,0,0,0,1,5,2913,12.600000000000001,1927,8,139,15,10,3
1,0,1,1,0,1,1,5,15,2684,13.6,1477,8,178,18,13,2
1,0,0,0,1,1,9,12,58,3428,1.0,1759,9,101,17,0,3
1,1,0,0,0,1,0,1,31,1629,6.6000000000000005,831,5,197,8,1,1
1,1,1,0,1,1,1,10,41,1873,2.2,1803,20,146,14,1,1
1,1,0,0,0,1,0,2,64,3751,1.7999999999999998,1361,19,91,18,6,3
0,0,1,1,0,0,1,4,32,637,1.4,1183,16,197,12,6,0
1,0,1,1,0,0,0,1,53,603,6.5,917,7,166,12,6,0
1,0,1,1,1,1,2,3,7,3067,2.5,1278,4,192,10,2,2
0,0,0,1,0,1,0,5,28,3268,3.5,1247,15,191,16,3,3
1,1,1,0,1,1,5,15,40,3816,7.0,930,2,128,13,0,3
1,1,1,0,1,0,0,8,5,1850,5.1,1019,11,177,10,5,1
1,1,1,1,0,1,0,0,26,3481,3.2,1855,19,161,8,7,3
0,0,0,0,1,1,4,7,54,1695,1.5,1730,17,93,19,5,2
1,1,1,0,1,1,4,19,5,625,6.6000000000000005,1972,10,95,10,1,0
1,0,0,0,1,0,4,7,35,3203,4.6,1887,15,115,7,5,3
1,0,1,0,0,0,0,1,13,2440,11.399999999999999,1590,3,111,19,0,2
1,1,0,1,0,0,0,0,42,1934,21.6,603,11,135,14,10,1
1,1,0,1,0,1,11,14,37,3278,8.4,560,7,121,15,9,2
1,0,1,1,1,0,10,20,34,3764,8.0,1981,14,117,11,4,3
1,1,0,1,0,0,0,2,18,3571,12.600000000000001,1190,5,160,6,5,3
1,1,1,1,1,1,7,16,10,3881,3.2,1396,9,108,13,0,3
1,0,1,1,1,0,0,1,57,1663,1.7,1598,14,89,14,9,1
1,1,0,0,0,1,5,7,11,524,6.6000000000000005,1692,10,151,5,2,0
1,1,1,1,0,1,0,2,26,1853,4.0,628,12,106,13,10,1
1,0,1,0,1,0,1,4,6,2067,4.199999999999999,1883,9,145,8,0,2
1,1,0,1,0,0,5,10,16,3325,0.5,819,16,163,15,5,2
1,1,1,0,1,1,0,6,7,2151,1.6,651,20,129,19,10,1
0,0,0,0,0,1,2,9,27,2044,2.2,723,11,145,13,6,1
1,1,0,1,0,0,2,20,58,3946,3.6,1367,9,184,16,9,3
1,1,1,1,0,0,1,5,3,2110,7.0,1784,8,125,10,5,2
1,1,0,1,1,0,5,9,35,656,6.3,1744,7,137,17,4,0
1,0,0,0,0,0,11,14,7,3297,15.0,1086,16,116,18,0,3
1,1,1,0,1,0,0,0,3,1296,13.6,899,9,165,14,11,0
1,0,0,0,0,0,3,10,29,1650,4.800000000000001,896,13,91,16,6,1
1,1,1,0,1,1,9,19,59,2546,12.8,1714,11,186,18,10,2
1,0,0,1,0,1,5,16,38,915,3.5999999999999996,1395,6,167,5,4,0
1,0,1,0,1,0,2,7,28,331,1.8,786,2,198,14,2,0
0,0,1,0,1,1,4,14,14,3975,2.4,1687,10,120,19,3,3
1,1,0,1,1,0,18,20,10,2801,13.0,669,10,171,6,2,2
1,0,0,1,0,1,1,18,51,3331,8.4,1423,8,178,8,2,3
1,0,1,0,1,1,5,8,44,2939,2.0,1600,19,98,8,3,3
1,0,0,1,1,0,14,16,59,2706,4.2,1621,20,160,12,3,2
0,0,1,1,0,1,10,15,37,1335,13.299999999999999,1672,8,194,7,1,1
1,1,1,0,0,0,9,18,48,3370,10.8,1934,2,128,7,6,3
0,0,0,1,0,0,0,15,62,2596,1.7999999999999998,1650,10,81,5,2,2
0,0,1,0,1,0,1,2,33,2477,2.5,1700,3,189,9,8,2
1,1,0,1,0,1,1,2,29,3465,10.0,1550,14,171,10,1,3
0,0,1,0,0,1,4,6,8,2589,3.8,626,14,185,15,10,2
1,0,1,1,1,0,0,2,14,2363,10.0,1737,10,156,8,0,2
0,0,1,0,0,0,1,7,6,1302,1.7,1370,3,113,7,3,1
0,0,1,1,1,0,15,16,14,1677,3.2,1899,14,191,5,1,1
1,0,0,1,0,1,0,1,31,1108,3.0,848,18,123,15,6,0
1,1,0,1,1,1,0,1,16,2916,8.0,1430,10,171,6,3,2
1,0,0,1,1,1,1,16,45,3947,2.0,768,12,175,6,1,3
1,1,0,1,1,1,9,14,15,1514,5.699999999999999,1856,13,160,7,1,1
1,1,0,1,0,1,11,12,64,942,2.0,900,2,149,13,5,0
1,0,1,0,1,1,0,8,38,700,16.099999999999998,1729,7,136,8,2,0
0,0,0,1,0,1,3,13,42,3246,2.8,1533,8,87,10,2,3
1,0,0,1,0,0,0,4,63,977,13.799999999999999,1210,20,141,14,6,0
1,1,1,1,1,0,1,4,10,3538,14.4,1880,17,198,19,16,3
1,0,1,0,1,1,14,15,61,1235,3.5,996,16,174,11,10,0
1,1,0,0,1,1,12,18,40,1507,15.0,1175,18,172,15,14,1
1,0,0,0,1,0,7,13,33,1994,2.5,1773,20,143,16,9,2
1,1,0,0,1,0,11,14,54,458,12.0,1263,15,100,12,5,0
1,1,1,0,1,1,10,11,5,2130,4.8,1956,10,156,7,3,2
1,0,1,0,1,0,10,14,27,3894,6.4,992,13,162,15,9,3
1,1,1,1,0,0,1,2,13,1843,8.5,911,11,126,13,6,1
1,0,1,0,1,1,15,19,54,3151,1.5,1979,20,136,12,1,3
1,1,1,0,1,0,0,0,55,1796,2.0,1899,11,93,7,4,1
1,1,1,1,1,0,1,3,40,2755,2.4000000000000004,1649,3,159,15,9,3
0,0,1,1,1,0,9,15,47,1334,10.8,1095,12,152,12,2,1
1,1,1,0,0,0,0,11,61,2791,2.8,1074,12,117,7,1,2
1,1,0,0,1,0,0,0,48,1132,5.4,656,14,164,5,0,0
0,0,1,1,1,1,7,9,8,730,8.100000000000001,1394,4,150,15,7,0
1,1,0,1,0,0,2,3,45,379,4.4,1632,19,132,18,13,0
0,0,0,0,0,0,13,17,35,1261,8.7,1225,15,128,12,4,1
0,0,0,1,1,0,0,2,48,3213,14.399999999999999,1337,15,107,10,5,3
1,1,1,1,1,0,0,1,11,2106,2.2,1178,4,98,17,10,1
1,0,0,0,1,1,1,19,51,827,6.0,1269,12,180,15,6,0
1,1,1,1,0,0,7,12,32,647,4.8,1526,18,128,19,3,0
1,1,1,0,1,0,7,9,16,300,5.6,986,7,144,8,5,0
1,1,0,0,1,1,1,2,41,3939,1.0,848,3,171,6,3,3
0,0,1,1,1,1,8,13,14,2091,2.0,1904,6,95,8,0,2
1,0,0,1,1,0,0,0,16,1492,2.2,803,18,105,17,12,0
1,0,0,1,1,1,1,15,56,3128,1.9,1399,19,153,17,2,3
1,1,1,1,1,0,0,6,22,3750,6.0,788,12,163,13,10,3
1,1,0,1,0,0,6,9,58,1435,1.1,579,10,125,18,9,0
1,1,0,0,1,1,4,5,28,3302,5.6,1010,7,195,14,2,3
1,0,1,1,1,1,0,2,47,3455,1.5,530,2,93,19,8,3
0,0,1,1,0,0,1,14,64,2782,12.6,1289,14,125,9,3,2
0,0,1,1,0,0,4,6,10,3969,4.0,1877,7,123,6,0,3
1,1,1,0,0,1,11,17,48,1589,18.900000000000002,1764,20,90,19,10,1
1,1,1,0,1,0,1,6,13,3899,13.200000000000001,1709,3,191,16,13,3
1,0,1,0,1,0,0,1,28,3571,3.9000000000000004,1690,6,85,18,2,3
0,0,0,0,1,1,3,10,9,2800,10.0,600,5,145,17,6,2
1,1,1,0,0,1,9,10,53,2938,1.0,743,13,149,9,3,2
1,0,1,0,1,1,9,13,41,3032,17.6,1850,10,133,8,1,3
0,0,1,0,1,1,12,14,17,3652,0.5,1297,12,196,19,4,3
1,1,0,0,1,0,10,13,44,3238,9.0,1706,20,137,5,3,3
1,1,1,0,0,0,11,16,23,325,2.5,1967,3,135,16,0,0
0,0,0,1,1,1,6,9,63,3850,1.0,1392,13,181,12,8,3
1,1,0,1,1,1,2,3,12,1266,4.2,1248,6,170,11,0,0
0,0,0,1,1,1,2,6,27,3454,1.0,894,14,192,9,4,3
1,1,0,0,0,0,2,20,54,1634,1.5,1829,12,98,7,0,1
1,1,1,0,0,1,3,10,42,3208,3.5999999999999996,1372,9,124,18,5,3
1,0,0,1,0,1,7,8,11,1955,4.0,1429,2,150,7,5,1
1,1,1,0,1,1,10,18,4,3735,2.5,706,20,190,12,7,3
0,0,1,0,0,1,0,12,51,3446,7.6,649,18,179,11,5,2
1,1,1,1,0,0,3,18,7,946,2.4000000000000004,1137,7,122,13,4,0
1,1,1,1,1,0,11,14,6,1626,0.5,1320,14,164,11,9,1
0,0,1,0,0,1,7,16,48,1583,3.2,792,20,144,15,2,1
1,0,1,1,0,0,7,8,25,3676,18.900000000000002,918,2,149,6,2,3
1,1,0,1,1,0,7,8,13,1704,3.5,929,5,146,15,2,1
1,0,1,1,1,0,4,8,30,3485,2.5,767,4,100,9,1,3
1,0,0,0,0,1,9,10,39,1882,20.8,1739,8,135,13,12,2
1,1,1,0,0,0,0,0,15,3928,0.5,1315,8,134,8,4,3
1,1,0,0,1,0,4,14,31,346,1.4,1388,12,184,8,2,0
0,0,0,0,1,1,1,2,36,395,10.0,1981,15,94,9,7,0
1,1,0,0,1,1,1,20,53,1243,4.0,569,10,170,17,10,0
0,0,1,0,0,0,2,9,57,682,1.3,1930,8,151,16,10,0
0,0,1,1,0,0,10,17,61,3074,1.5,725,12,108,7,6,3
0,0,1,0,0,0,0,15,51,451,17.6,1690,7,130,6,4,0
1,1,0,1,0,0,1,5,33,1471,5.6,712,10,86,15,0,0
1,1,0,1,1,1,8,9,37,1748,4.0,1603,5,95,15,10,1
1,0,0,1,0,1,0,3,18,1853,22.4,1850,9,132,15,0,2
1,1,1,1,1,1,4,6,41,1514,2.0999999999999996,1472,16,145,8,1,1
1,1,1,0,1,1,1,3,43,1886,3.5,1858,7,167,9,3,1
1,1,0,1,1,1,0,13,46,3023,20.8,1543,4,116,6,4,3
0,0,0,1,1,0,4,11,37,2904,16.799999999999997,652,16,174,16,8,2
1,1,1,0,1,1,6,12,55,628,10.8,546,10,100,12,3,0
0,0,0,1,1,1,1,3,6,1833,11.2,1408,19,145,9,1,1
1,1,1,0,1,1,3,10,31,1066,10.5,1021,17,97,18,15,0
1,0,1,0,1,0,14,15,60,1150,2.8,567,4,111,17,16,0
1,0,0,1,1,0,4,10,62,2839,20.8,1967,10,91,13,7,3
1,1,1,0,1,0,8,20,61,2857,6.0,1658,5,180,7,1,3
1,1,1,1,1,1,2,4,52,1447,21.0,1088,15,164,19,16,1
1,1,1,1,0,1,2,3,12,3445,1.4,542,4,185,17,2,2
1,1,0,0,1,1,6,20,52,1941,1.6,788,19,96,14,0,1
0,0,0,1,1,1,10,15,57,2522,12.5,576,12,179,11,5,1
1,1,0,1,0,0,5,20,41,2932,4.800000000000001,950,20,188,10,7,2
1,1,1,1,0,1,3,7,17,2239,2.4000000000000004,518,7,133,7,3,1
0,0,1,1,0,1,4,8,55,1852,13.299999999999999,1996,4,81,8,2,2
1,1,0,0,0,0,6,17,38,3525,17.4,1197,16,83,13,9,3
1,0,0,1,1,1,9,12,14,1955,2.5,1006,9,186,17,6,1
1,1,1,1,0,0,2,3,4,1557,6.0,1679,12,133,16,15,1
1,1,1,0,1,1,7,16,64,3060,9.799999999999999,1262,4,116,5,1,2
1,0,0,0,1,0,13,19,29,2832,1.3,560,7,160,16,1,2
1,1,0,0,0,0,5,13,55,2008,9.6,904,16,158,6,1,1
1,1,1,1,0,0,1,10,55,2420,6.300000000000001,1834,8,137,15,3,2
0,0,1,0,1,0,8,17,13,292,3.5999999999999996,681,18,87,12,10,0
1,1,1,0,1,1,13,16,14,1580,1.2,687,19,185,19,4,1
1,1,0,0,0,0,11,13,52,1345,17.4,863,20,119,7,0,0
1,1,0,1,0,1,0,15,45,1208,16.200000000000003,518,9,159,10,9,0
1,1,0,0,0,0,0,0,2,3349,7.2,1488,2,124,17,6,3
1,0,0,0,0,1,0,1,35,2804,7.199999999999999,944,10,127,9,4,2
1,0,0,0,1,1,6,9,48,1182,3.0,1283,17,176,11,8,1
1,1,1,1,1,0,13,17,40,436,4.0,817,14,140,19,6,0
1,0,1,0,1,0,2,18,49,2256,2.6,804,7,105,16,1,1
1,1,1,1,0,0,2,3,50,427,13.0,1883,10,169,17,8,0
1,1,0,0,0,0,5,12,2,715,3.5,1177,4,141,19,5,0
1,0,0,1,0,0,7,8,18,1199,8.0,1765,10,85,7,4,1
1,1,1,0,0,0,10,16,60,788,16.8,1997,8,84,17,15,0
0,0,1,1,1,1,1,11,14,507,10.4,989,13,148,13,10,0
1,1,0,1,1,0,0,3,56,974,3.5999999999999996,1370,15,124,5,4,0
0,0,0,0,0,1,0,1,64,600,3.5,861,12,105,15,1,0
1,0,1,0,0,0,0,2,45,2352,3.6,1745,16,110,11,9,2
1,1,1,0,1,1,0,0,4,2518,4.8,1187,20,92,14,12,2
0,0,0,1,0,0,12,13,3,3941,1.8,1422,2,145,9,7,3
1,1,0,1,0,0,0,1,38,2585,19.2,658,8,94,19,2,2
1,1,1,1,1,1,0,1,32,3504,4.6,1180,10,97,17,7,3
1,1,1,1,1,1,1,11,64,834,10.4,521,12,200,6,5,0
1,1,1,0,0,1,1,13,28,3850,1.1,666,9,179,7,5,3
1,0,0,1,0,0,0,3,25,1580,3.0,805,3,174,15,13,1
1,0,1,1,0,0,0,5,39,3589,17.4,1008,18,161,14,1,3
1,1,0,0,0,0,0,9,26,1316,22.4,986,8,80,7,5,0
1,0,0,0,0,1,0,1,23,1872,4.0,1655,13,192,11,9,1
1,1,1,1,0,0,0,1,53,1114,2.5,1391,17,114,8,0,1
1,0,1,1,1,1,11,20,13,1715,1.5,1042,7,148,17,7,1
1,1,1,1,1,0,5,16,44,2367,3.3000000000000003,916,7,116,8,5,1
1,0,1,0,0,1,1,7,29,575,7.800000000000001,681,4,162,15,5,0
1,1,0,1,1,1,1,3,34,2992,6.6000000000000005,1224,3,138,13,5,2
1,1,1,0,1,0,4,17,44,2819,6.300000000000001,1234,8,107,13,3,2
0,0,1,1,0,0,8,9,63,3556,21.6,1093,13,138,13,2,3
1,1,0,0,0,0,9,18,33,3236,2.5,583,13,136,12,9,2
1,1,0,1,1,1,8,14,49,1313,2.0,1598,7,115,12,2,1
1,0,1,1,1,1,3,16,34,2872,8.399999999999999,1988,20,163,7,6,3
0,0,0,0,1,1,9,19,51,1822,3.5,1746,15,184,18,17,2
1,0,0,1,0,0,8,13,53,3469,5.4,907,12,156,8,5,3
1,1,1,0,0,1,3,4,53,2001,0.5,1472,14,103,14,0,2
0,0,0,1,0,1,5,8,10,3706,5.2,916,15,173,9,8,3
0,0,0,1,1,0,2,20,31,2542,0.8,1427,10,186,7,6,2
1,0,0,1,1,1,3,7,5,1567,14.5,1101,11,141,15,2,1
0,0,1,1,0,0,0,0,36,2669,2.0,723,16,104,17,6,2
0,0,1,0,1,0,4,5,32,2499,0.7,1403,4,117,16,10,2
0,0,0,1,1,1,4,6,45,2273,0.8,657,10,87,15,12,1
1,0,1,1,0,1,0,2,14,1773,0.8,1688,18,118,13,0,1
1,0,1,0,0,0,10,17,35,421,3.5,1086,6,125,7,5,0
1,1,1,1,0,0,2,3,48,630,2.2,876,18,196,17,9,0
0,0,1,0,0,0,0,1,25,1114,3.0,1065,19,189,5,1,0
1,0,1,0,0,1,3,16,33,1623,12.0,1235,20,164,10,3,1
1,1,0,1,0,1,0,11,2,2125,8.100000000000001,1959,8,92,14,7,2
1,0,1,1,0,1,12,14,48,1622,6.0,650,19,187,8,6,1
1,0,1,1,0,1,0,7,38,1162,2.9,1465,10,88,14,10,1
1,1,0,0,0,0,6,7,29,3762,0.9,1030,12,113,5,4,3
1,1,0,1,1,0,17,18,26,3069,11.399999999999999,853,20,94,19,17,3
1,1,1,1,0,1,6,7,52,1571,8.8,744,18,196,7,5,1
1,0,0,1,1,1,15,19,24,3260,2.2,583,14,168,14,6,2
1,0,0,0,0,0,2,9,62,3206,0.5,690,19,88,16,10,3
1,1,0,1,1,0,16,17,56,592,1.9,683,3,190,17,9,0
1,0,1,0,1,0,2,14,30,1188,6.8999999999999995,590,14,178,18,11,0
1,1,1,1,0,0,0,1,2,3067,7.0,1266,16,87,11,10,3
0,0,0,1,0,1,9,12,18,2131,12.6,815,5,83,17,7,1
1,1,0,1,1,0,0,3,42,1425,1.5,1893,10,179,19,1,1
0,0,0,0,1,0,3,8,22,291,5.0,1202,4,112,5,2,0
1,1,0,1,0,1,16,17,3,3116,12.0,1577,16,180,13,6,2
1,1,0,0,0,1,8,12,44,2440,2.9,1234,19,129,7,4,2
1,1,1,0,0,0,1,8,25,3631,9.0,717,6,173,6,5,3
0,0,0,1,0,1,5,13,35,1104,6.0,1074,15,193,16,10,0
1,1,0,1,0,1,11,20,58,3069,1.2,1439,2,183,17,11,3
1,1,0,1,0,1,7,8,55,1425,12.8,983,4,168,14,0,0
1,1,0,0,0,0,7,11,63,2276,10.0,1988,11,153,13,7,2
1,1,1,0,1,1,0,12,25,3192,3.9000000000000004,1692,3,149,9,4,3
0,0,1,1,1,0,2,5,35,3021,2.0,718,12,181,10,4,2
1,1,0,0,0,0,0,2,36,3082,4.0,1519,9,93,18,11,3
0,0,1,0,1,0,9,12,9,1346,6.0,776,3,110,5,2,0
1,0,1,1,0,1,1,6,36,2354,2.8,881,5,167,19,10,1
1,1,0,0,1,1,0,2,25,732,4.2,1018,13,152,12,8,0
1,1,0,1,1,1,2,19,31,2305,4.0,1031,4,82,10,4,1
1,0,1,0,0,1,14,20,37,2985,7.0,875,9,151,6,1,2
1,1,1,0,0,1,5,12,40,265,5.0,1341,3,128,19,3,0
1,1,0,1,0,0,4,8,5,2050,2.4,560,6,106,18,13,1
1,1,1,0,0,0,0,2,63,1669,14.700000000000001,1719,13,189,14,0,1
1,1,1,0,0,1,16,17,43,585,12.8,1703,17,139,13,11,0
1,0,1,1,0,0,1,2,59,342,1.8,1408,8,168,8,0,0
1,0,0,1,0,0,3,7,53,1972,3.2,701,5,87,9,8,1
0,0,0,1,0,0,14,18,47,1540,1.0,1560,3,172,17,7,1
1,0,1,1,0,1,4,5,51,2463,5.0,695,4,93,7,2,2
1,1,1,0,0,0,18,19,6,3259,2.4,1487,13,191,11,9,3
0,0,1,1,0,0,3,14,55,3371,18.900000000000002,1546,15,115,16,7,3
1,1,0,1,0,0,12,15,43,3370,2.8,511,6,120,16,5,2
0,0,0,0,0,0,5,6,33,2884,1.1,507,7,186,18,7,2
1,0,1,1,0,0,2,7,10,2994,2.2,1490,8,130,16,1,2
1,1,0,0,0,0,0,2,52,1604,0.5,1859,10,187,15,12,1
1,1,0,0,0,0,3,10,31,2014,9.0,1257,12,155,15,8,1
1,1,1,0,1,0,0,18,29,2709,13.5,926,18,118,5,4,2
0,0,0,0,0,0,2,5,7,2865,2.0,1303,12,98,17,3,2
0,0,1,0,1,0,0,14,35,3617,8.0,657,14,143,17,14,3
1,0,0,0,1,1,9,16,44,3814,2.7,1812,13,197,9,6,3
1,1,1,0,1,1,0,1,29,1990,0.5,1943,11,121,5,2,2
1,1,0,1,0,1,4,9,24,1428,6.3,1082,12,167,16,0,1
0,0,0,1,0,0,1,8,49,3473,10.4,721,17,168,15,8,3
1,0,1,1,1,1,2,4,56,2609,1.5,654,16,122,7,2,2
1,0,1,1,0,0,2,7,31,2070,1.4,1948,5,122,5,3,2
1,1,1,0,1,0,4,8,56,2620,1.8,1242,3,122,18,11,2
1,0,1,1,0,0,0,1,24,1619,0.5,1453,11,156,11,5,1
1,1,1,1,0,1,3,12,13,493,18.900000000000002,1948,18,164,18,7,0
1,0,1,0,0,0,5,6,58,2334,5.4,1232,13,142,14,8,2
1,1,0,0,1,1,4,11,55,3030,1.5,795,17,155,12,8,2
0,0,1,0,0,0,4,17,24,345,2.0,1915,20,106,18,10,0
0,0,1,0,0,1,7,14,51,1525,3.5,532,2,180,7,6,0
1,1,1,1,0,0,4,7,28,499,2.5,1899,15,95,5,3,0
0,0,0,0,0,1,5,8,31,3989,10.0,1767,7,88,13,8,3
0,0,0,1,0,0,17,20,5,1496,7.5,1667,12,119,13,9,1
1,0,1,0,1,0,5,11,31,1287,10.4,1346,14,140,10,6,1
1,0,1,1,0,0,1,2,54,3324,16.8,958,18,166,11,10,3
1,1,0,0,1,1,6,18,39,2367,4.5,1391,12,88,18,11,2
1,0,1,1,0,0,0,1,56,2974,4.6,1176,11,103,6,5,2
1,1,0,0,1,0,5,19,16,990,2.0,1863,13,113,6,5,1
1,1,0,0,1,1,3,4,16,3665,7.700000000000001,1911,4,154,14,12,3
1,1,0,1,1,1,6,11,36,815,10.8,1789,9,123,5,0,0
1,0,0,1,0,0,2,9,64,2759,1.6,972,10,85,13,7,2
1,0,0,0,0,1,3,9,8,2991,0.5,1256,19,191,7,6,2
1,0,1,0,1,0,0,0,35,581,7.800000000000001,1846,10,107,16,4,0
1,0,0,0,0,0,0,1,41,3611,11.2,1900,6,112,14,1,3
1,1,0,1,1,0,19,20,52,431,2.4,769,19,118,15,4,0
1,0,0,0,0,1,0,3,33,3402,1.0,756,3,177,19,0,2
1,1,0,0,1,1,0,0,43,3480,2.3,1728,20,152,11,8,3
1,1,0,0,0,0,3,7,9,768,5.8,1970,16,163,13,2,0
1,1,1,0,1,1,6,18,47,2215,12.600000000000001,1021,2,173,13,12,1
0,0,0,0,1,1,5,17,14,1849,12.5,888,11,98,5,1,1
0,0,0,0,0,0,0,1,39,3435,3.5,1419,6,189,9,2,3
1,0,0,1,0,0,0,1,30,3057,1.5,1959,18,153,14,1,3
1,0,0,0,0,0,1,2,63,1731,3.5999999999999996,1394,16,103,19,18,1
1,1,0,1,1,0,2,3,30,768,17.5,1715,15,134,19,9,0
0,0,0,0,1,1,1,5,40,2780,17.4,588,14,116,5,2,2
1,1,0,1,1,0,2,9,29,3469,1.0,1607,15,105,10,1,3
1,1,1,1,0,0,8,11,47,3092,2.8,1171,5,192,8,2,2
1,0,0,0,1,1,0,6,57,313,6.0,1138,20,85,16,11,0
1,0,0,0,1,0,3,13,40,2931,4.8,1096,14,113,10,8,2
